"Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration"
1,"Leach_field",5,1,4.18758916854858,0
2,"Leach_field",5,1,4.07805013656616,0
3,"Leach_field",5,1,4.08990907669067,0
4,"Control",5,1,4.61095714569092,0
5,"Control",5,1,4.27747249603272,0
6,"Control",5,1,4.01277446746826,0
1,"Leach_field",600,1,4.12119150161743,0
2,"Leach_field",600,1,4.13491058349609,0
3,"Leach_field",600,1,4.17235612869263,0
4,"Control",600,1,8.83634853363037,0
5,"Control",600,1,4.14000034332275,0
6,"Control",600,1,4.02381563186646,0
1,"Leach_field",1200,1,3.39053535461426,0
2,"Leach_field",1200,1,4.20843362808228,0
3,"Leach_field",1200,1,4.18026971817017,0
4,"Control",1200,1,14.4436359405518,0
5,"Control",1200,1,3.94814133644104,0
6,"Control",1200,1,3.74264359474182,0
1,"Leach_field",1800,1,3.16641211509705,0
2,"Leach_field",1800,1,4.08772563934326,0
3,"Leach_field",1800,1,4.24339628219604,0
4,"Control",1800,1,21.5687713623047,0
5,"Control",1800,1,3.86983704566956,0
6,"Control",1800,1,3.72513508796692,0
