"Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration"
1,"Leach_field",5,1,52.9744033813477,0
2,"Leach_field",5,1,55.9305267333984,0
3,"Leach_field",5,1,54.4551086425781,0
4,"Control",5,1,57.4220848083496,0
5,"Control",5,1,56.0340805053711,0
6,"Control",5,1,53.147689819336,0
1,"Leach_field",600,1,57.3273658752441,0
2,"Leach_field",600,1,61.612548828125,0
3,"Leach_field",600,1,59.2177124023438,0
4,"Control",600,1,59.159294128418,0
5,"Control",600,1,55.1094017028809,0
6,"Control",600,1,57.5601119995117,0
1,"Leach_field",1200,1,62.066463470459,0
2,"Leach_field",1200,1,60.867919921875,0
3,"Leach_field",1200,1,60.3171882629395,0
4,"Control",1200,1,56.8281364440918,0
5,"Control",1200,1,55.7230224609375,0
6,"Control",1200,1,56.4745216369629,0
1,"Leach_field",1800,1,63.3792381286621,0
2,"Leach_field",1800,1,68.3862457275391,0
3,"Leach_field",1800,1,62.4880256652832,0
4,"Control",1800,1,59.4651947021484,0
5,"Control",1800,1,54.7984504699707,0
6,"Control",1800,1,57.614185333252,0
