"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Leach_field",0.081525498479565,0.134191154022907
"2",2,"Leach_field",0.0823598024651976,0.0513770665530864
"3",3,"Leach_field",0.0558462241607656,0.0994988906281878
"4",4,"Control",0.00861809798978936,-0.0069558539298117
"5",5,"Control",-0.00701007512845082,-0.00698981149759643
"6",6,"Control",0.0277672453083973,0.0835955153168472
