"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Leach_field",0.0499517361130185,-0.125404173043984
"2",2,"Leach_field",0.0603475142682554,-0.0987125799965863
"3",3,"Leach_field",0.0778972303268214,0.0575024273801346
"4",4,"Control",0.0549179583438307,0.0591124836208818
"5",5,"Control",-0.015608904977991,0.122304667982092
"6",6,"Control",0.0207233220569065,0.0207233220569065
