"Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration"
1,"Leach_field",5,1,53.2709197998047,0
2,"Leach_field",5,1,55.2691688537598,0
3,"Leach_field",5,1,55.3120880126953,0
4,"Control",5,1,53.4764022827148,0
5,"Control",5,1,53.4432373046875,0
6,"Control",5,1,53.8054008483887,0
1,"Leach_field",600,1,54.855037689209,0
2,"Leach_field",600,1,55.1676063537598,0
3,"Leach_field",600,1,54.8607330322266,0
4,"Control",600,1,54.0395851135254,0
5,"Control",600,1,56.5917739868164,0
6,"Control",600,1,54.9356269836426,0
1,"Leach_field",1200,1,59.7869300842285,0
2,"Leach_field",1200,1,55.5792198181152,0
3,"Leach_field",1200,1,59.3148078918457,0
4,"Control",1200,1,54.8710441589356,0
5,"Control",1200,1,56.5506553649902,0
6,"Control",1200,1,56.0597686767578,0
1,"Leach_field",1800,1,59.8644828796387,0
2,"Leach_field",1800,1,61.3675041198731,0
3,"Leach_field",1800,1,60.3450317382813,0
4,"Control",1800,1,55.1255226135254,0
5,"Control",1800,1,59.3165664672852,0
6,"Control",1800,1,57.0012550354004,0
