"Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration"
1,"Leach_field",5,1,3.50290775299072,0
2,"Leach_field",5,1,3.40483951568604,0
3,"Leach_field",5,1,3.62788939476013,0
4,"Control",5,1,3.57474994659424,0
5,"Control",5,1,3.58452796936035,0
6,"Control",5,1,3.56270575523376,0
1,"Leach_field",600,1,3.3807270526886,0
2,"Leach_field",600,1,3.37061357498169,0
3,"Leach_field",600,1,3.66080212593079,0
4,"Control",600,1,3.50524568557739,0
5,"Control",600,1,3.48939609527588,0
6,"Control",600,1,3.37828207015991,0
1,"Leach_field",1200,1,3.33452463150024,0
2,"Leach_field",1200,1,3.310467004776,0
3,"Leach_field",1200,1,3.40375113487244,0
4,"Control",1200,1,3.63865041732788,0
5,"Control",1200,1,3.47081422805786,0
6,"Control",1200,1,3.45769143104553,0
1,"Leach_field",1800,1,3.18009424209595,0
2,"Leach_field",1800,1,3.18402814865112,0
3,"Leach_field",1800,1,3.24884247779846,0
4,"Control",1800,1,3.24686193466187,0
5,"Control",1800,1,3.23123693466187,0
6,"Control",1800,1,3.23532247543335,0
