"Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration"
1,"Leach_field",5,1,54.1691818237305,0
2,"Leach_field",5,1,54.7645874023438,0
3,"Leach_field",5,1,54.7514610290527,0
4,"Control",5,1,52.0704193115235,0
5,"Control",5,1,49.5262794494629,0
6,"Control",5,1,54.7339630126953,0
1,"Leach_field",600,1,55.6343498229981,0
2,"Leach_field",600,1,55.5047225952148,0
3,"Leach_field",600,1,56.1120223999023,0
4,"Control",600,1,55.783145904541,0
5,"Control",600,1,56.2665061950684,0
6,"Control",600,1,54.7870635986328,0
1,"Leach_field",1200,1,59.3503646850586,0
2,"Leach_field",1200,1,53.0194816589355,0
3,"Leach_field",1200,1,59.1867599487305,0
4,"Control",1200,1,54.2915229797363,0
5,"Control",1200,1,53.8559417724609,0
6,"Control",1200,2,58.23958588,0
1,"Leach_field",1800,2,57.13175583,0
2,"Leach_field",1800,2,56.25619888,0
3,"Leach_field",1800,2,66.21852112,0
4,"Control",1800,2,0,0
5,"Control",1800,2,49.8553,0
6,"Control",1800,2,60.8707428,0
