"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Leach_field",0.0513541399551952,0.0754799914503384
"2",2,"Leach_field",0.0404857818917735,-0.0555102150010339
"3",3,"Leach_field",0.0414485178189499,0.0181770831495336
"4",4,"Control",0.0127251515330788,0.0179567051677468
"5",5,"Control",0.037170307421442,0.0433957594577451
"6",6,"Control",0.0231559833679839,0.0263866637172388
