"","Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration","Time_min"
"1",1,"Leach_field",5,1,3.99572444,2.41939368015908,0.0833333333333333
"2",2,"Leach_field",5,1,3.871898651,2.33503814894514,0.0833333333333333
"3",3,"Leach_field",5,1,3.851822138,2.32136115215218,0.0833333333333333
"4",4,"Control",5,1,3.839361429,2.31287237339707,0.0833333333333333
"5",5,"Control",5,1,3.75213933,2.25345287319312,0.0833333333333333
"6",6,"Control",5,1,4.242488384,2.58750004756989,0.0833333333333333
"7",1,"Leach_field",600,1,3.747671127,2.25040893831751,10
"8",2,"Leach_field",600,1,3.878414154,2.33947679392474,10
"9",3,"Leach_field",600,1,4.415978909,2.70568936431198,10
"10",4,"Control",600,1,3.803995371,2.28877947131564,10
"11",5,"Control",600,1,4.02808094,2.44143633999405,10
"12",6,"Control",600,1,3.94374299,2.38398164795292,10
"13",1,"Leach_field",1200,1,3.935714483,2.37851227862114,20
"14",2,"Leach_field",1200,1,4.331727028,2.6482933062297,20
"15",3,"Leach_field",1200,1,3.940812349,2.38198516741079,20
"16",4,"Control",1200,1,4.038492203,2.4485289466963,20
"17",5,"Control",1200,1,4.000735283,2.42280728508345,20
"18",6,"Control",1200,2,3.996973991,2.35944301050938,20
"19",1,"Leach_field",1800,2,4.422468185,2.65533638448098,30
"20",2,"Leach_field",1800,2,4.38560009,2.62969790298044,30
"21",3,"Leach_field",1800,2,4.143774986,2.46153004794834,30
"22",4,"Control",1800,2,NA,NA,30
"23",5,"Control",1800,2,4.371869087,2.62014921145192,30
"24",6,"Control",1800,2,3.767142296,2.19961550489796,30
