"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Leach_field",0.0850582061945708,-0.255993438213742
"2",2,"Leach_field",0.123183551852006,0.142535452394935
"3",3,"Leach_field",0.00978657915850859,0.246849608032015
"4",4,"Control",0.0668983348857165,-0.115162522611178
"5",5,"Control",0.106719512476262,0.100020163873598
"6",6,"Control",-0.120569908421143,-0.154517473740745
