"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Leach_field",0.0690039677417246,0.00912360181146962
"2",2,"Leach_field",-0.0236829881156689,0.0642298464983222
"3",3,"Leach_field",0.0601948511566349,0.013776463293383
"4",4,"Control",0.0285281272794349,0.164117859254751
"5",5,"Control",0.0558725657389326,0.29537157754308
"6",6,"Control",0.00141949839382529,0.00141949839382529
