"","Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration","Time_min"
"1",1,"Leach_field",5,1,800.7562866,276.096676164933,0.0833333333333333
"2",2,"Leach_field",5,1,825.9595337,404.915828442879,0.0833333333333333
"3",3,"Leach_field",5,1,NA,NA,0.0833333333333333
"4",4,"Control",5,1,867.7264404,618.395365147737,0.0833333333333333
"5",5,"Control",5,1,880.4346924,683.349941955998,0.0833333333333333
"6",6,"Control",5,1,840.1891479,477.646410784637,0.0833333333333333
"7",1,"Leach_field",600,1,1541.757446,4063.51108400459,10
"8",2,"Leach_field",600,1,1716.340942,4955.8444356242,10
"9",3,"Leach_field",600,1,1734.600464,5049.17273319267,10
"10",4,"Control",600,1,1314.820313,2903.58716715947,10
"11",5,"Control",600,1,1301.949463,2837.80151741688,10
"12",6,"Control",600,1,1269.989258,2674.44611728158,10
"13",1,"Leach_field",1200,1,2357.134277,8231.07535616927,20
"14",2,"Leach_field",1200,1,2126.295166,7051.20760049366,20
"15",3,"Leach_field",1200,1,2063.761719,6731.58586288201,20
"16",4,"Control",1200,1,1562.114136,4167.55845292417,20
"17",5,"Control",1200,1,1603.372314,4378.43776912516,20
"18",6,"Control",1200,1,1743.948364,5096.95183676616,20
"19",1,"Leach_field",1800,1,2430.519287,8606.16173851516,30
"20",2,"Leach_field",1800,1,2757.184814,10275.818671989,30
"21",3,"Leach_field",1800,1,2386.289063,8380.09166357059,30
"22",4,"Control",1800,1,1690.601929,4824.28686996707,30
"23",5,"Control",1800,1,1497.777954,3838.72255359913,30
"24",6,"Control",1800,1,1864.635254,5713.80818067994,30
