"","Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration","Time_min"
"1",1,"Leach_field",5,1,49.95349121,0.29619481847189,0.0833333333333333
"2",2,"Leach_field",5,1,49.92610931,0.295933567079443,0.0833333333333333
"3",3,"Leach_field",5,1,NA,NA,0.0833333333333333
"4",4,"Control",5,1,51.11458588,0.307272851745727,0.0833333333333333
"5",5,"Control",5,1,50.06243515,0.297234255327029,0.0833333333333333
"6",6,"Control",5,1,50.59812927,0.302345326318302,0.0833333333333333
"7",1,"Leach_field",600,1,51.60520935,0.311953902538584,10
"8",2,"Leach_field",600,1,53.58562851,0.330849131254623,10
"9",3,"Leach_field",600,1,52.02219009,0.315932326203442,10
"10",4,"Control",600,1,57.59083557,0.369062911944259,10
"11",5,"Control",600,1,51.31250381,0.309161191663805,10
"12",6,"Control",600,1,52.54605103,0.320930496528506,10
"13",1,"Leach_field",1200,1,58.89336777,0.381490404227764,20
"14",2,"Leach_field",1200,1,54.22225571,0.336923207285503,20
"15",3,"Leach_field",1200,1,52.97208786,0.324995324574457,20
"16",4,"Control",1200,1,57.13875198,0.36474957110998,20
"17",5,"Control",1200,1,55.16643906,0.345931684232437,20
"18",6,"Control",1200,1,58.49510574,0.377690576242983,20
"19",1,"Leach_field",1800,1,58.52312851,0.377957942192123,30
"20",2,"Leach_field",1800,1,61.97555542,0.410897633651105,30
"21",3,"Leach_field",1800,1,55.09604263,0.345260030133896,30
"22",4,"Control",1800,1,60.38415909,0.395714081481667,30
"23",5,"Control",1800,1,56.18708801,0.35566972138061,30
"24",6,"Control",1800,1,57.8495903,0.371531697292058,30
