"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Leach_field",0.0841794433355481,0.122987412189174
"2",2,"Leach_field",0.0124487862462138,0.0589967348927059
"3",3,"Leach_field",0.0426203331007037,0.118020273003776
"4",4,"Control",0.0320360735623806,0.096881425689123
"5",5,"Control",0.0125199034450433,0.00204378002481037
"6",6,"Control",0.0146725271385666,0.00800073622218115
