"","Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration","Time_min"
"1",1,"Leach_field",5,1,48.48104477,0.282146170176689,0.0833333333333333
"2",2,"Leach_field",5,1,52.44686508,0.319984160899907,0.0833333333333333
"3",3,"Leach_field",5,1,51.47740936,0.310734559638994,0.0833333333333333
"4",4,"Control",5,1,50.66551208,0.302988227393082,0.0833333333333333
"5",5,"Control",5,1,52.85354614,0.323864315060394,0.0833333333333333
"6",6,"Control",5,1,53.20291901,0.327197690347385,0.0833333333333333
"7",1,"Leach_field",600,1,52.94720078,0.324757876322,10
"8",2,"Leach_field",600,1,54.46437836,0.339233305542219,10
"9",3,"Leach_field",600,1,54.2889595,0.337559629813487,10
"10",4,"Control",600,1,54.74854279,0.34194452547296,10
"11",5,"Control",600,1,51.94191742,0.315166442652156,10
"12",6,"Control",600,1,51.57863617,0.311700367163874,10
"13",1,"Leach_field",1200,1,55.28385162,0.347051920402711,20
"14",2,"Leach_field",1200,1,54.27542114,0.337430459982268,20
"15",3,"Leach_field",1200,1,56.80718994,0.361586129397288,20
"16",4,"Control",1200,1,53.87257385,0.333586883917196,20
"17",5,"Control",1200,1,54.05906677,0.335366217529239,20
"18",6,"Control",1200,1,55.09690475,0.345268255642369,20
"19",1,"Leach_field",1800,1,57.90449905,0.372055583048526,30
"20",2,"Leach_field",1800,1,54.03458786,0.335132663636957,30
"21",3,"Leach_field",1800,1,55.92380905,0.353157770241276,30
"22",4,"Control",1800,1,54.83979416,0.342815157075414,30
"23",5,"Control",1800,1,53.66246796,0.331582258368059,30
"24",6,"Control",1800,1,53.81208801,0.33300978700561,30
