"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Control",-0.0208564505317384,-0.112557473900803
"2",2,"Control",-0.0610128049818014,-0.110186513809198
"3",3,"Control",0.0418314350381768,-0.113936988284113
"4",4,"Leach_field",-0.0444332034522587,0.0657106872514032
"5",5,"Leach_field",-0.0160705733977111,-0.152318766293252
"6",6,"Leach_field",-0.0363744292754159,-0.259427319540988
