"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Control",0.0803084590628778,0.0668130949540736
"2",2,"Control",0.117996987098723,0.0755867917801833
"3",3,"Control",0.123480983773862,-0.0247183705030587
"4",4,"Leach_field",0.103525642488891,0.0501465176347068
"5",5,"Leach_field",0.261613645165676,0.132909440419225
"6",6,"Leach_field",0.174235547063001,0.0788534555436032
