Week,Pot,Date of Plating,Date of CR morphotype ID,Subsample,Sample ID,Isolate,CRScore
2,19,7/2/2015,,1,C19.2.1,6,4
2,19,7/2/2015,,2,C19.2.2,1,4
2,19,7/2/2015,,2,C19.2.2,2,4
2,19,7/2/2015,,2,C19.2.2,3,4
2,19,7/2/2015,,2,C19.2.2,4,4
2,19,7/2/2015,,2,C19.2.2,5,3
2,19,7/2/2015,,2,C19.2.2,6,5
2,20,7/2/2015,,1,C20.2.1,1,NA
2,20,7/2/2015,,1,C20.2.1,2,NA
2,20,7/2/2015,,1,C20.2.1,3,NA
2,20,7/2/2015,,1,C20.2.1,4,NA
2,20,7/2/2015,,1,C20.2.1,5,NA
2,20,7/2/2015,,1,C20.2.1,6,NA
2,20,7/2/2015,,2,C20.2.2,1,NA
2,20,7/2/2015,,2,C20.2.2,2,NA
2,20,7/2/2015,,2,C20.2.2,3,NA
2,20,7/2/2015,,2,C20.2.2,4,NA
2,20,7/2/2015,,2,C20.2.2,5,NA
2,20,7/2/2015,,2,C20.2.2,6,NA
3,1,,,1,C1.3.1,1,
3,1,,,1,C1.3.1,2,
3,1,,,1,C1.3.1,3,
3,1,,,1,C1.3.1,4,
3,1,,,1,C1.3.1,5,
3,1,,,1,C1.3.1,6,
3,1,,,2,C1.3.2,1,
3,1,,,2,C1.3.2,2,
3,1,,,2,C1.3.2,3,
3,1,,,2,C1.3.2,4,
3,1,,,2,C1.3.2,5,
3,1,,,2,C1.3.2,6,
3,2,,,1,C2.3.1,1,
3,2,,,1,C2.3.1,2,
3,2,,,1,C2.3.1,3,
3,2,,,1,C2.3.1,4,
3,2,,,1,C2.3.1,5,
3,2,,,1,C2.3.1,6,
3,2,,,2,C2.3.2,1,
3,2,,,2,C2.3.2,2,
3,2,,,2,C2.3.2,3,
3,2,,,2,C2.3.2,4,
3,2,,,2,C2.3.2,5,
3,2,,,2,C2.3.2,6,
3,3,,,1,C3.3.1,1,
3,3,,,1,C3.3.1,2,
3,3,,,1,C3.3.1,3,
3,3,,,1,C3.3.1,4,
3,3,,,1,C3.3.1,5,
3,3,,,1,C3.3.1,6,
3,3,,,2,C3.3.2,1,
3,3,,,2,C3.3.2,2,
3,3,,,2,C3.3.2,3,
3,3,,,2,C3.3.2,4,
3,3,,,2,C3.3.2,5,
3,3,,,2,C3.3.2,6,
3,4,,,1,C4.3.1,1,
3,4,,,1,C4.3.1,2,
3,4,,,1,C4.3.1,3,
3,4,,,1,C4.3.1,4,
3,4,,,1,C4.3.1,5,
3,4,,,1,C4.3.1,6,
3,4,,,2,C4.3.2,1,
3,4,,,2,C4.3.2,2,
3,4,,,2,C4.3.2,3,
3,4,,,2,C4.3.2,4,
3,4,,,2,C4.3.2,5,
3,4,,,2,C4.3.2,6,
3,5,,,1,C5.3.1,1,
3,5,,,1,C5.3.1,2,
3,5,,,1,C5.3.1,3,
3,5,,,1,C5.3.1,4,
3,5,,,1,C5.3.1,5,
3,5,,,1,C5.3.1,6,
3,5,,,2,C5.3.2,1,
3,5,,,2,C5.3.2,2,
3,5,,,2,C5.3.2,3,
3,5,,,2,C5.3.2,4,
3,5,,,2,C5.3.2,5,
3,6,,,2,C5.3.2,6,
3,6,,,1,C6.3.1,1,
3,6,,,1,C6.3.1,2,
3,6,,,1,C6.3.1,3,
3,6,,,1,C6.3.1,4,
3,6,,,1,C6.3.1,5,
3,6,,,1,C6.3.1,6,
3,6,,,2,C6.3.2,1,
3,6,,,2,C6.3.2,2,
3,6,,,2,C6.3.2,3,
3,6,,,2,C6.3.2,4,
3,6,,,2,C6.3.2,5,
3,6,,,2,C6.3.2,6,
3,15,,,1,C15.3.1,1,
3,15,,,1,C15.3.1,2,
3,15,,,1,C15.3.1,3,
3,15,,,1,C15.3.1,4,
3,15,,,1,C15.3.1,5,
3,15,,,1,C15.3.1,6,
3,15,,,2,C15.3.2,1,
3,15,,,2,C15.3.2,2,
3,15,,,2,C15.3.2,3,
3,15,,,2,C15.3.2,4,
3,15,,,2,C15.3.2,5,
3,15,,,2,C15.3.2,6,
3,16,,,1,C16.3.1,1,
3,16,,,1,C16.3.1,2,
3,16,,,1,C16.3.1,3,
3,16,,,1,C16.3.1,4,
3,16,,,1,C16.3.1,5,
3,16,,,1,C16.3.1,6,
3,16,,,2,C16.3.2,1,
3,16,,,2,C16.3.2,2,
3,16,,,2,C16.3.2,3,
3,16,,,2,C16.3.2,4,
3,16,,,2,C16.3.2,5,
3,16,,,2,C16.3.2,6,
3,17,,,1,C17.3.1,1,
3,17,,,1,C17.3.1,2,
3,17,,,1,C17.3.1,3,
3,17,,,1,C17.3.1,4,
3,17,,,1,C17.3.1,5,
3,17,,,1,C17.3.1,6,
3,17,,,2,C17.3.2,1,
3,17,,,2,C17.3.2,2,
3,17,,,2,C17.3.2,3,
3,17,,,2,C17.3.2,4,
3,17,,,2,C17.3.2,5,
3,17,,,2,C17.3.2,6,
3,18,,,1,C18.3.1,1,
3,18,,,1,C18.3.1,2,
3,18,,,1,C18.3.1,3,
3,18,,,1,C18.3.1,4,
3,18,,,1,C18.3.1,5,
3,18,,,1,C18.3.1,6,
3,18,,,2,C18.3.2,1,
3,18,,,2,C18.3.2,2,
3,18,,,2,C18.3.2,3,
3,18,,,2,C18.3.2,4,
3,18,,,2,C18.3.2,5,
3,18,,,2,C18.3.2,6,
3,19,,,1,C19.3.1,1,
3,19,,,1,C19.3.1,2,
3,19,,,1,C19.3.1,3,
3,19,,,1,C19.3.1,4,
3,19,,,1,C19.3.1,5,
3,19,,,1,C19.3.1,6,
3,19,,,2,C19.3.2,1,
3,19,,,2,C19.3.2,2,
3,19,,,2,C19.3.2,3,
3,19,,,2,C19.3.2,4,
3,19,,,2,C19.3.2,5,
3,19,,,2,C19.3.2,6,
3,20,,,1,C20.3.1,1,
3,20,,,1,C20.3.1,2,
3,20,,,1,C20.3.1,3,
3,20,,,1,C20.3.1,4,
3,20,,,1,C20.3.1,5,
3,20,,,1,C20.3.1,6,
3,20,,,2,C20.3.2,1,
3,20,,,2,C20.3.2,2,
3,20,,,2,C20.3.2,3,
3,20,,,2,C20.3.2,4,
3,20,,,,C20.3.2,5,
3,20,,,,C20.3.2,6,
