"Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration"
1,"Leach_field",5,1,55.03576279,0
2,"Leach_field",5,1,50.82583618,0
3,"Leach_field",5,1,49.20478058,0
4,"Control",5,1,52.5858078,0
5,"Control",5,1,48.59780884,0
6,"Control",5,1,52.85015869,0
1,"Leach_field",600,1,54.59000397,0
2,"Leach_field",600,1,53.51572418,0
3,"Leach_field",600,1,57.8877449,0
4,"Control",600,1,52.29443359,0
5,"Control",600,1,53.3254776,0
6,"Control",600,1,51.30142212,0
1,"Leach_field",1200,1,60.95135117,0
2,"Leach_field",1200,1,58.18104553,0
3,"Leach_field",1200,1,61.27384567,0
4,"Control",1200,1,54.66920853,0
5,"Control",1200,1,53.36685944,0
6,"Control",1200,1,53.71229553,0
1,"Leach_field",1800,1,65.13303375,0
2,"Leach_field",1800,1,60.1668663,0
3,"Leach_field",1800,1,67.00800323,0
4,"Control",1800,1,55.70291901,0
5,"Control",1800,1,55.23680496,0
6,"Control",1800,1,55.71194077,0
