"","Chamber","Treatment","Mass_flux_linear","Mass_flux_quadratic"
"1",1,"Leach_field",-0.0350515733873595,-0.0623911436844094
"2",2,"Leach_field",0.0384618521536832,0.0508667209726787
"3",3,"Leach_field",-0.00449046346196308,-0.0373034602914278
"4",4,"Control",0.036715404702595,-0.0781655305705531
"5",5,"Control",-0.0378558077398536,0.0344869743068478
"6",6,"Control",-0.069164778100149,-0.069164778100149
