"","Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration","Time_min"
"1",1,"Leach_field",5,1,3.325140238,1.90514633263368,0.0833333333333333
"2",2,"Leach_field",5,1,3.640316963,2.11692461059907,0.0833333333333333
"3",3,"Leach_field",5,1,3.447857618,1.9876044374091,0.0833333333333333
"4",4,"Control",5,1,3.644209862,2.11954038575351,0.0833333333333333
"5",5,"Control",5,1,3.689352512,2.14987331303358,0.0833333333333333
"6",6,"Control",5,1,3.921551943,2.30589624157224,0.0833333333333333
"7",1,"Leach_field",600,1,4.047038078,2.39021476978473,10
"8",2,"Leach_field",600,1,4.061959267,2.40024083916411,10
"9",3,"Leach_field",600,1,4.238199711,2.51866296484035,10
"10",4,"Control",600,1,4.295244694,2.55699348644312,10
"11",5,"Control",600,1,4.771521091,2.87702027519861,10
"12",6,"Control",600,1,4.721680641,2.84353073159725,10
"13",1,"Leach_field",1200,1,4.37246418,2.60887996305542,20
"14",2,"Leach_field",1200,1,4.391002178,2.62133629305049,20
"15",3,"Leach_field",1200,1,4.195392609,2.48989937404458,20
"16",4,"Control",1200,1,4.378538132,2.61296126409376,20
"17",5,"Control",1200,1,4.382902622,2.61589391775465,20
"18",6,"Control",1200,2,3.985997438,2.53727368859314,20
"19",1,"Leach_field",1800,2,3.926788807,2.49429093890934,30
"20",2,"Leach_field",1800,2,4.364438057,2.81200421557762,30
"21",3,"Leach_field",1800,2,4.670173168,3.0339538793971,30
"22",4,"Control",1800,2,4.358611584,2.80777446349133,30
"23",5,"Control",1800,2,4.297217369,2.76320508009555,30
"24",6,"Control",1800,2,4.222560406,2.70900755013101,30
