"","Chamber","Treatment","Time","Std_Curve_Num","Area","Concentration","Time_min"
"1",1,"Leach_field",5,1,946.838562,581.403195746979,0.0833333333333333
"2",2,"Leach_field",5,1,934.7033081,543.063239406429,0.0833333333333333
"3",3,"Leach_field",5,1,986.906311,707.992697704093,0.0833333333333333
"4",4,"Control",5,1,1280.8396,1636.64153852434,0.0833333333333333
"5",5,"Control",5,1,947.4524536,583.342716529633,0.0833333333333333
"6",6,"Control",5,1,1050.057129,907.510534326369,0.0833333333333333
"7",1,"Leach_field",600,1,1724.838135,3039.40447924602,10
"8",2,"Leach_field",600,1,1838.450806,3398.35080882165,10
"9",3,"Leach_field",600,1,1644.121216,2784.38854172174,10
"10",4,"Control",600,1,1586.466187,2602.23402621768,10
"11",5,"Control",600,1,1678.967651,2894.48189514748,10
"12",6,"Control",600,1,1691.357422,2933.62596935671,10
"13",1,"Leach_field",1200,1,2470.049316,5393.81456241947,20
"14",2,"Leach_field",1200,1,2508.136475,5514.1466152326,20
"15",3,"Leach_field",1200,1,2251.478516,4703.26494570983,20
"16",4,"Control",1200,1,1872.919678,3507.25129483356,20
"17",5,"Control",1200,1,2184.795166,4492.58647546854,20
"18",6,"Control",1200,2,2310.241455,4024.9675879896,20
"19",1,"Leach_field",1800,2,3241.144043,6352.69910482206,30
"20",2,"Leach_field",1800,2,3305.674805,6514.05894037192,30
"21",3,"Leach_field",1800,2,3069.036377,5922.34211194122,30
"22",4,"Control",1800,2,2123.286133,3557.4838782344,30
"23",5,"Control",1800,2,2767.936768,5169.43943596839,30
"24",6,"Control",1800,2,2826.922607,5316.9341344009,30
